Auswertung,TabZeileNeu,TabZeile,aktJahr,Schuljahr,Stichdatum,GdeNr,GemeindeGde,Gemeinde,VerwaltungskreisNr,Verwaltungskreis,SchuleNr,Schule,TrägerNr,Träger,USpracheNr,Unterrichtssprache,BildungsstufeNr,Bildungsstufe,SchultypNr,Schultyp,Anzahl_Schueler,Anzahl_Frauen,Anzahl_Ausl,Anzahl_Fremdspr,Bezeichungen_fr,GemeindeGde_fr,Gemeinde_fr,Verwaltungskreis_fr,Schule_fr,Traeger_fr,Unterrichtssprache_fr,Bildungsstufe_fr,Schultyp_fr,lat,lng
3,32,3,2012,2012/13,15.09.2012,731,Gemeinde Aegerten,Aegerten,242,Verwaltungskreis Biel/Bienne,10731,Aegerten,,-,180,Deutsch,10002,Primarstufe,,-,82,35,14,29,franz. Bezeichnungen:,Commune d'Aegerten,Aegerten,Arrondissement administratif Biel/Bienne,Total commune d'Aegerten selon degré d'enseignement,-,allemand,Degré primaire,-,47.1214858,7.2885717
2,41,2,2012,2012/13,15.09.2012,731,Gemeinde Aegerten,Aegerten,242,Verwaltungskreis Biel/Bienne,2663,Kindergarten+Primarschule Aegerten,22,Öffentliche Schule,,-,10000,Total Schule,,-,115,51,15,42,franz. Bezeichnungen:,Commune d'Aegerten,Aegerten,Arrondissement administratif Biel/Bienne,Kindergarten+Primarschule Aegerten,École publique,-,Total école,-,47.1198868,7.337589779
1,42,1,2012,2012/13,15.09.2012,731,Gemeinde Aegerten,Aegerten,242,Verwaltungskreis Biel/Bienne,2663,Kindergarten+Primarschule Aegerten,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,33,16,1,13,franz. Bezeichnungen:,Commune d'Aegerten,Aegerten,Arrondissement administratif Biel/Bienne,Kindergarten+Primarschule Aegerten,École publique,allemand,Degré préscolaire,Degré préscolaire,47.1198868,7.337589779
1,42,1,2012,2012/13,15.09.2012,731,Gemeinde Aegerten,Aegerten,242,Verwaltungskreis Biel/Bienne,2663,Kindergarten+Primarschule Aegerten,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,82,35,14,29,franz. Bezeichnungen:,Commune d'Aegerten,Aegerten,Arrondissement administratif Biel/Bienne,Kindergarten+Primarschule Aegerten,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.1198868,7.337589779
4,31,4,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,10562,Aeschi bei Spiez,,-,,-,10000,Total Gemeinde,,-,256,122,3,7,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Total commune d'Aeschi bei Spiez selon degré d'enseignement,-,-,Total de la commune,-,46.6585361,7.6961188
3,32,3,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,10562,Aeschi bei Spiez,,-,180,Deutsch,10001,Vorschulstufe,,-,39,18,1,1,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Total commune d'Aeschi bei Spiez selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.6585361,7.6961188
3,32,3,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,10562,Aeschi bei Spiez,,-,180,Deutsch,10002,Primarstufe,,-,115,49,2,3,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Total commune d'Aeschi bei Spiez selon degré d'enseignement,-,allemand,Degré primaire,-,46.6585361,7.6961188
3,32,3,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,10562,Aeschi bei Spiez,,-,180,Deutsch,10003,Sekundarstufe I,,-,102,55,0,3,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Total commune d'Aeschi bei Spiez selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.6585361,7.6961188
2,41,2,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,957,Kindergarten Aeschi,22,Öffentliche Schule,,-,10000,Total Schule,,-,39,18,1,1,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Kindergarten Aeschi,École publique,-,Total école,-,46.6589719,7.694247152
1,42,1,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,957,Kindergarten Aeschi,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,39,18,1,1,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Kindergarten Aeschi,École publique,allemand,Degré préscolaire,Degré préscolaire,46.6589719,7.694247152
2,41,2,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,54,Primarschule Aeschi,22,Öffentliche Schule,,-,10000,Total Schule,,-,93,39,2,3,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Primarschule Aeschi,École publique,-,Total école,-,46.65916614,7.698445689
1,42,1,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,54,Primarschule Aeschi,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,93,39,2,3,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Primarschule Aeschi,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.65916614,7.698445689
2,41,2,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,55,Primarschule Aeschiried,22,Öffentliche Schule,,-,10000,Total Schule,,-,22,10,0,0,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Primarschule Aeschiried,École publique,-,Total école,-,46.64748554,7.719730254
1,42,1,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,55,Primarschule Aeschiried,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,22,10,0,0,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Primarschule Aeschiried,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.64748554,7.719730254
2,41,2,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,815,Oberstufenschule Aeschi,22,Öffentliche Schule,,-,10000,Total Schule,,-,102,55,0,3,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Oberstufenschule Aeschi,École publique,-,Total école,-,46.61529664,7.757294492
1,42,1,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,815,Oberstufenschule Aeschi,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",42,21,0,2,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Oberstufenschule Aeschi,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.61529664,7.757294492
1,42,1,2012,2012/13,15.09.2012,562,Gemeinde Aeschi bei Spiez,Aeschi bei Spiez,249,Verwaltungskreis Frutigen-Niedersimmental,815,Oberstufenschule Aeschi,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20031,Sekundarklassen und spezielle Sekundarklassen,60,34,0,1,franz. Bezeichnungen:,Commune d'Aeschi bei Spiez,Aeschi bei Spiez,Arrondissement administratif Frutigen et Bas-Simmental,Oberstufenschule Aeschi,École publique,allemand,Degré secondaire I,Classes secondaires (sections m et p),46.61529664,7.757294492
4,31,4,2012,2012/13,15.09.2012,951,Gemeinde Affoltern im Emmental,Affoltern im Emmental,245,Verwaltungskreis Emmental,10951,Affoltern im Emmental,,-,,-,10000,Total Gemeinde,,-,92,41,5,4,franz. Bezeichnungen:,Commune d'Affoltern im Emmental,Affoltern im Emmental,Arrondissement administratif Emmental,Total commune d'Affoltern im Emmental selon degré d'enseignement,-,-,Total de la commune,-,47.0649076,7.732331
3,32,3,2012,2012/13,15.09.2012,951,Gemeinde Affoltern im Emmental,Affoltern im Emmental,245,Verwaltungskreis Emmental,10951,Affoltern im Emmental,,-,180,Deutsch,10001,Vorschulstufe,,-,20,4,1,1,franz. Bezeichnungen:,Commune d'Affoltern im Emmental,Affoltern im Emmental,Arrondissement administratif Emmental,Total commune d'Affoltern im Emmental selon degré d'enseignement,-,allemand,Degré préscolaire,-,47.0649076,7.732331
3,32,3,2012,2012/13,15.09.2012,951,Gemeinde Affoltern im Emmental,Affoltern im Emmental,245,Verwaltungskreis Emmental,10951,Affoltern im Emmental,,-,180,Deutsch,10002,Primarstufe,,-,59,31,4,3,franz. Bezeichnungen:,Commune d'Affoltern im Emmental,Affoltern im Emmental,Arrondissement administratif Emmental,Total commune d'Affoltern im Emmental selon degré d'enseignement,-,allemand,Degré primaire,-,47.0649076,7.732331
3,32,3,2012,2012/13,15.09.2012,951,Gemeinde Affoltern im Emmental,Affoltern im Emmental,245,Verwaltungskreis Emmental,10951,Affoltern im Emmental,,-,180,Deutsch,10003,Sekundarstufe I,,-,13,6,0,0,franz. Bezeichnungen:,Commune d'Affoltern im Emmental,Affoltern im Emmental,Arrondissement administratif Emmental,Total commune d'Affoltern im Emmental selon degré d'enseignement,-,allemand,Degré secondaire I,-,47.0649076,7.732331
2,41,2,2012,2012/13,15.09.2012,951,Gemeinde Affoltern im Emmental,Affoltern im Emmental,245,Verwaltungskreis Emmental,517,Schule Affoltern i.E.,22,Öffentliche Schule,,-,10000,Total Schule,,-,92,41,5,4,franz. Bezeichnungen:,Commune d'Affoltern im Emmental,Affoltern im Emmental,Arrondissement administratif Emmental,Schule Affoltern i.E.,École publique,-,Total école,-,47.06639006,7.728042592
1,42,1,2012,2012/13,15.09.2012,951,Gemeinde Affoltern im Emmental,Affoltern im Emmental,245,Verwaltungskreis Emmental,517,Schule Affoltern i.E.,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,20,4,1,1,franz. Bezeichnungen:,Commune d'Affoltern im Emmental,Affoltern im Emmental,Arrondissement administratif Emmental,Schule Affoltern i.E.,École publique,allemand,Degré préscolaire,Degré préscolaire,47.06639006,7.728042592
1,42,1,2012,2012/13,15.09.2012,951,Gemeinde Affoltern im Emmental,Affoltern im Emmental,245,Verwaltungskreis Emmental,517,Schule Affoltern i.E.,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,59,31,4,3,franz. Bezeichnungen:,Commune d'Affoltern im Emmental,Affoltern im Emmental,Arrondissement administratif Emmental,Schule Affoltern i.E.,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.06639006,7.728042592
1,42,1,2012,2012/13,15.09.2012,951,Gemeinde Affoltern im Emmental,Affoltern im Emmental,245,Verwaltungskreis Emmental,517,Schule Affoltern i.E.,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",13,6,0,0,franz. Bezeichnungen:,Commune d'Affoltern im Emmental,Affoltern im Emmental,Arrondissement administratif Emmental,Schule Affoltern i.E.,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",47.06639006,7.728042592
4,31,4,2012,2012/13,15.09.2012,402,Gemeinde Alchenstorf,Alchenstorf,245,Verwaltungskreis Emmental,10402,Alchenstorf,,-,,-,10000,Total Gemeinde,,-,63,31,4,3,franz. Bezeichnungen:,Commune d'Alchenstorf,Alchenstorf,Arrondissement administratif Emmental,Total commune d'Alchenstorf selon degré d'enseignement,-,-,Total de la commune,-,47.1239,7.64657
3,32,3,2012,2012/13,15.09.2012,402,Gemeinde Alchenstorf,Alchenstorf,245,Verwaltungskreis Emmental,10402,Alchenstorf,,-,180,Deutsch,10001,Vorschulstufe,,-,23,10,2,2,franz. Bezeichnungen:,Commune d'Alchenstorf,Alchenstorf,Arrondissement administratif Emmental,Total commune d'Alchenstorf selon degré d'enseignement,-,allemand,Degré préscolaire,-,47.1239,7.64657
3,32,3,2012,2012/13,15.09.2012,402,Gemeinde Alchenstorf,Alchenstorf,245,Verwaltungskreis Emmental,10402,Alchenstorf,,-,180,Deutsch,10002,Primarstufe,,-,40,21,2,1,franz. Bezeichnungen:,Commune d'Alchenstorf,Alchenstorf,Arrondissement administratif Emmental,Total commune d'Alchenstorf selon degré d'enseignement,-,allemand,Degré primaire,-,47.1239,7.64657
2,41,2,2012,2012/13,15.09.2012,402,Gemeinde Alchenstorf,Alchenstorf,245,Verwaltungskreis Emmental,488,Primarschule Alchenstorf,22,Öffentliche Schule,,-,10000,Total Schule,,-,63,31,4,3,franz. Bezeichnungen:,Commune d'Alchenstorf,Alchenstorf,Arrondissement administratif Emmental,Primarschule Alchenstorf,École publique,-,Total école,-,47.12495616,7.636317928
1,42,1,2012,2012/13,15.09.2012,402,Gemeinde Alchenstorf,Alchenstorf,245,Verwaltungskreis Emmental,488,Primarschule Alchenstorf,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,23,10,2,2,franz. Bezeichnungen:,Commune d'Alchenstorf,Alchenstorf,Arrondissement administratif Emmental,Primarschule Alchenstorf,École publique,allemand,Degré préscolaire,Degré préscolaire,47.12495616,7.636317928
1,42,1,2012,2012/13,15.09.2012,402,Gemeinde Alchenstorf,Alchenstorf,245,Verwaltungskreis Emmental,488,Primarschule Alchenstorf,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,40,21,2,1,franz. Bezeichnungen:,Commune d'Alchenstorf,Alchenstorf,Arrondissement administratif Emmental,Primarschule Alchenstorf,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.12495616,7.636317928
4,31,4,2012,2012/13,15.09.2012,630,Gemeinde Allmendingen,Allmendingen,246,Verwaltungskreis Bern-Mittelland,10630,Allmendingen,,-,,-,10000,Total Gemeinde,,-,39,19,2,0,franz. Bezeichnungen:,Commune d'Allmendingen,Allmendingen,Arrondissement administratif Berne-Mittelland,Total commune d'Allmendingen selon degré d'enseignement,-,-,Total de la commune,-,46.91441,7.52466
3,32,3,2012,2012/13,15.09.2012,630,Gemeinde Allmendingen,Allmendingen,246,Verwaltungskreis Bern-Mittelland,10630,Allmendingen,,-,180,Deutsch,10001,Vorschulstufe,,-,12,6,0,0,franz. Bezeichnungen:,Commune d'Allmendingen,Allmendingen,Arrondissement administratif Berne-Mittelland,Total commune d'Allmendingen selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.91441,7.52466
3,32,3,2012,2012/13,15.09.2012,630,Gemeinde Allmendingen,Allmendingen,246,Verwaltungskreis Bern-Mittelland,10630,Allmendingen,,-,180,Deutsch,10002,Primarstufe,,-,27,13,2,0,franz. Bezeichnungen:,Commune d'Allmendingen,Allmendingen,Arrondissement administratif Berne-Mittelland,Total commune d'Allmendingen selon degré d'enseignement,-,allemand,Degré primaire,-,46.91441,7.52466
2,41,2,2012,2012/13,15.09.2012,630,Gemeinde Allmendingen,Allmendingen,246,Verwaltungskreis Bern-Mittelland,339,Primarschule Allmendingen,22,Öffentliche Schule,,-,10000,Total Schule,,-,39,19,2,0,franz. Bezeichnungen:,Commune d'Allmendingen,Allmendingen,Arrondissement administratif Berne-Mittelland,Primarschule Allmendingen,École publique,-,Total école,-,46.91618418,7.5237268
1,42,1,2012,2012/13,15.09.2012,630,Gemeinde Allmendingen,Allmendingen,246,Verwaltungskreis Bern-Mittelland,339,Primarschule Allmendingen,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,12,6,0,0,franz. Bezeichnungen:,Commune d'Allmendingen,Allmendingen,Arrondissement administratif Berne-Mittelland,Primarschule Allmendingen,École publique,allemand,Degré préscolaire,Degré préscolaire,46.91618418,7.5237268
1,42,1,2012,2012/13,15.09.2012,630,Gemeinde Allmendingen,Allmendingen,246,Verwaltungskreis Bern-Mittelland,339,Primarschule Allmendingen,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,27,13,2,0,franz. Bezeichnungen:,Commune d'Allmendingen,Allmendingen,Arrondissement administratif Berne-Mittelland,Primarschule Allmendingen,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.91618418,7.5237268
4,31,4,2012,2012/13,15.09.2012,921,Gemeinde Amsoldingen,Amsoldingen,247,Verwaltungskreis Thun,10921,Amsoldingen,,-,,-,10000,Total Gemeinde,,-,95,45,1,3,franz. Bezeichnungen:,Commune d'Amsoldingen,Amsoldingen,Arrondissement administratif Thoune,Total commune d'Amsoldingen selon degré d'enseignement,-,-,Total de la commune,-,46.7272273,7.5797964
3,32,3,2012,2012/13,15.09.2012,921,Gemeinde Amsoldingen,Amsoldingen,247,Verwaltungskreis Thun,10921,Amsoldingen,,-,180,Deutsch,10001,Vorschulstufe,,-,26,13,0,2,franz. Bezeichnungen:,Commune d'Amsoldingen,Amsoldingen,Arrondissement administratif Thoune,Total commune d'Amsoldingen selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.7272273,7.5797964
3,32,3,2012,2012/13,15.09.2012,921,Gemeinde Amsoldingen,Amsoldingen,247,Verwaltungskreis Thun,10921,Amsoldingen,,-,180,Deutsch,10002,Primarstufe,,-,69,32,1,1,franz. Bezeichnungen:,Commune d'Amsoldingen,Amsoldingen,Arrondissement administratif Thoune,Total commune d'Amsoldingen selon degré d'enseignement,-,allemand,Degré primaire,-,46.7272273,7.5797964
2,41,2,2012,2012/13,15.09.2012,921,Gemeinde Amsoldingen,Amsoldingen,247,Verwaltungskreis Thun,186,Schulhaus Amsoldingen,22,Öffentliche Schule,,-,10000,Total Schule,,-,51,27,1,3,franz. Bezeichnungen:,Commune d'Amsoldingen,Amsoldingen,Arrondissement administratif Thoune,Schulhaus Amsoldingen,École publique,-,Total école,-,46.72719374,7.580262522
1,42,1,2012,2012/13,15.09.2012,921,Gemeinde Amsoldingen,Amsoldingen,247,Verwaltungskreis Thun,186,Schulhaus Amsoldingen,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,14,7,0,2,franz. Bezeichnungen:,Commune d'Amsoldingen,Amsoldingen,Arrondissement administratif Thoune,Schulhaus Amsoldingen,École publique,allemand,Degré préscolaire,Degré préscolaire,46.72719374,7.580262522
1,42,1,2012,2012/13,15.09.2012,921,Gemeinde Amsoldingen,Amsoldingen,247,Verwaltungskreis Thun,186,Schulhaus Amsoldingen,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,37,20,1,1,franz. Bezeichnungen:,Commune d'Amsoldingen,Amsoldingen,Arrondissement administratif Thoune,Schulhaus Amsoldingen,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.72719374,7.580262522
2,41,2,2012,2012/13,15.09.2012,921,Gemeinde Amsoldingen,Amsoldingen,247,Verwaltungskreis Thun,2810,Schulhaus Höfen,22,Öffentliche Schule,,-,10000,Total Schule,,-,44,18,0,0,franz. Bezeichnungen:,Commune d'Amsoldingen,Amsoldingen,Arrondissement administratif Thoune,Schulhaus Höfen,École publique,-,Total école,-,46.7272273,7.5797964
1,42,1,2012,2012/13,15.09.2012,921,Gemeinde Amsoldingen,Amsoldingen,247,Verwaltungskreis Thun,2810,Schulhaus Höfen,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,12,6,0,0,franz. Bezeichnungen:,Commune d'Amsoldingen,Amsoldingen,Arrondissement administratif Thoune,Schulhaus Höfen,École publique,allemand,Degré préscolaire,Degré préscolaire,46.7272273,7.5797964
1,42,1,2012,2012/13,15.09.2012,921,Gemeinde Amsoldingen,Amsoldingen,247,Verwaltungskreis Thun,2810,Schulhaus Höfen,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,32,12,0,0,franz. Bezeichnungen:,Commune d'Amsoldingen,Amsoldingen,Arrondissement administratif Thoune,Schulhaus Höfen,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.7272273,7.5797964
4,31,4,2012,2012/13,15.09.2012,381,Gemeinde Arch,Arch,243,Verwaltungskreis Seeland,10381,Arch,,-,,-,10000,Total Gemeinde,,-,224,116,13,17,franz. Bezeichnungen:,Commune d'Arch,Arch,Arrondissement administratif Seeland,Total commune d'Arch selon degré d'enseignement,-,-,Total de la commune,-,47.166399,7.4318273
3,32,3,2012,2012/13,15.09.2012,381,Gemeinde Arch,Arch,243,Verwaltungskreis Seeland,10381,Arch,,-,180,Deutsch,10001,Vorschulstufe,,-,32,15,2,6,franz. Bezeichnungen:,Commune d'Arch,Arch,Arrondissement administratif Seeland,Total commune d'Arch selon degré d'enseignement,-,allemand,Degré préscolaire,-,47.166399,7.4318273
